"","acceptedNameUsage","accessRights","adm1","adm2","associatedTaxa","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","crawlId","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http://unknown.org/classs","http://unknown.org/occurrenceDetails","identificationID","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","locality","locationAccordingTo","locationID","lon","modified","month","municipality","nameAccordingTo","namePublishedInYear","nomenclaturalCode","nomenclaturalStatus","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","organismQuantity","organismQuantityType","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate"
"368",NA,NA,"São Paulo",NA,NA,"PRESERVED_SPECIMEN",NA,"ESA000078","Pinopsida",194,"São Paulo, Brazil","ESA",NA,NA,NA,"Brazil",36,NA,"cbf8c968-37d6-45be-bf5c-e22914a384dc","ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz",NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1979-06-29T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1135828739","Araucaria","Araucaria",2684910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaddad Jr., J.","BRA:ESALQ:ESA:0ESA000078",NA,NA,NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ",NA,NA,NA,"BR",1135828739,"Plantae",6,"pt","2017-11-06T16:37:31.564+0000","2017-02-16T17:59:39.889+0000","2015-09-10T13:42:12.774+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,NA,6,"Itupeva",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA000078",NA,NA,"Pinales",640,NA,NA,NA,NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","a88bec5c-1cbf-47a2-8c3e-6081804d80a5","Ferraz, J.R.P.",NA,NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,1979,2017-11-13
"369",NA,NA,"Rs",NA,NA,"PRESERVED_SPECIMEN",NA,"046515","Pinopsida",194,"Parque nacional do aparatos da serra, Rs, Brazil, SOUTH_AMERICA","ICN",NA,"SOUTH_AMERICA",NA,"Brazil",72,NA,"2273e40d-26c2-4959-aea2-b6abcce16d09","ICN - Herbário do Instituto de Ciências Naturais",NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1979-10-14T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1571560858","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRA:UFRGS:ICN:0000046515",NA,NA,NA,"UFRGS",NA,NA,NA,"BR",1571560858,"Plantae",6,"pt","2017-11-06T18:32:53.648+0000","2017-11-06T18:33:02.840+0000","2017-11-06T18:32:53.830+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Parque nacional do aparatos da serra",NA,NA,NA,NA,10,"Cambará do Sul",NA,NA,NA,NA,"BRA:UFRGS:ICN:0000046515","Exemplar masculino, cones e ramos coletados no solo, após ventania",NA,"Pinales",640,NA,NA,NA,NA,"Universidade Federal do Rio Grande do Sul (UFRGS)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","04481953-6112-489f-bb8d-9703d787e3ea","Waechter, JL","1412",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","ICN - Herbário do Instituto de Ciências Naturais",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,1979,2017-11-13
"370",NA,NA,"Rio Grande do Sul",NA,NA,"PRESERVED_SPECIMEN",NA,"11000","Pinopsida",194,"Parque Nacional do Aparados da Serra,, Rio Grande do Sul, Brazil","HAS",NA,NA,NA,"Brazil",75,NA,"c525b217-2f59-4b71-a173-68d13da5e8a7","HAS - Herbário Alarich Rudolf Holger Schultz","1979-01-01T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1979-10-01T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1077433270","Araucaria","Araucaria",2684910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRA:MCN/FZBRS:HAS:0000011000",NA,NA,NA,"Museu de Ciências Naturais - Fundação Zoobotânica do Rio Grande do Sul (MCN-FZBRS)",NA,NA,NA,"BR",1077433270,"Plantae",6,"pt","2017-10-30T14:26:51.219+0000","2017-09-30T15:26:45.624+0000","2017-09-30T15:26:40.983+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Parque Nacional do Aparados da Serra,",NA,NA,NA,NA,10,"Cambará do Sul",NA,NA,NA,NA,"BRA:MCN/FZBRS:HAS:0000011000","parana pine; árvore; masculino; árvore; masculino; ; Cones e ramos coletados no solo após ventania.",NA,"Pinales",640,NA,NA,NA,NA,"Museu de Ciências Naturais - Fundação Zoobotânica do Rio Grande do Sul (MCN-FZBRS)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","f9357933-83d3-4548-803c-4cae52ebff40","Waechter, J.L.","1412",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","HAS - Herbário Alarich Rudolf Holger Schultz",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,1979,2017-11-13
"371",NA,NA,"Minas Gerais",NA,NA,"PRESERVED_SPECIMEN","http://www.tropicos.org/Specimen/1870791","1870791","Pinopsida",194,"Ca. 12 km SW of Monteverde, Parana pine forest and disturbed second growth., Minas Gerais, Brazil, SOUTH_AMERICA","MO","http://biocol.org/urn:lsid:biocol.org:col:15859","SOUTH_AMERICA",NA,"Brazil",18,NA,"7bd65a7a-f762-11e1-a439-00145eb45e9a","Tropicos",NA,29,NA,NA,NA,NA,NA,1300,NA,NA,NA,"1978-01-29T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,"4219","Brazil","1259127282","Araucaria","Araucaria",2684910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:MO:Tropicos:1870791",NA,NA,NA,"MO",NA,NA,NA,"BR",1259127282,"Plantae",6,NA,"2016-06-06T11:17:32.909+0000","2017-02-16T17:59:39.886+0000","2016-03-21T15:12:58.334+0000",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","Ca. 12 km SW of Monteverde, Parana pine forest and disturbed second growth.",NA,NA,NA,"2008-05-27T22:02:00.000+0000",1,NA,NA,NA,"ICNafp","No opinion","urn:catalog:MO:Tropicos:1870791",NA,NA,"Pinales",640,NA,NA,NA,NA,"MOBOT",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","US","90fd6680-349f-11d8-aa2d-b8a03c50a862","Alwyn H. Gentry","Gentry 21496",NA,NA,NA,"Missouri Botanical Garden",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,"2300003",2684940,NA,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,NA,NA,NA,1978,2017-11-13
"372",NA,NA,"Minas Gerais",NA,NA,"PRESERVED_SPECIMEN",NA,"16142","Pinopsida",194,"Minas Gerais, Brazil, SOUTH_AMERICA","CESJ",NA,"SOUTH_AMERICA",NA,"Brazil",73,NA,"330d773a-abe3-4234-b423-129dc4d00963","CESJ - Herbário Leopoldo Krieger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1978-11-01T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1077261298","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRA:UFJF:CESJ:0000016142",NA,NA,NA,"Universidade Federal de Juiz de Fora (UFJF)",NA,NA,NA,"BR",1077261298,"Plantae",6,"pt","2017-11-03T17:44:31.415+0000","2017-09-21T17:30:54.771+0000","2017-07-01T13:34:59.805+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,NA,11,"Entre Rios de Minas",NA,NA,NA,NA,"BRA:UFJF:CESJ:0000016142","Cultivada, planta masculina. N.V: Pinho do Paraná.",NA,"Pinales",640,NA,NA,NA,NA,"Universidade Federal de Juiz de Fora (UFJF)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","303e2432-448c-41ec-be2b-020a25c7adc4","L. Krieger","CESJ16142",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","CESJ - Herbário Leopoldo Krieger",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,1978,2017-11-13
"373",NA,NA,"Paraná",NA,NA,"PRESERVED_SPECIMEN",NA,"53422","Pinopsida",194,"Ibema, Paraná, Brazil, SOUTH_AMERICA","MBM",NA,"SOUTH_AMERICA",NA,"Brazil",69,NA,"3b8e9d83-b2d4-4a97-973c-31d98b67b1e9","MBM - Herbário do Museu Botânico Municipal",NA,29,NA,NA,NA,NA,NA,0,0,NA,NA,"1977-03-29T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1095417998","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach, G","BRA:MBM:MBM:0000053422",NA,NA,NA,"MBM",NA,NA,NA,"BR",1095417998,"Plantae",6,"pt","2017-11-06T18:26:01.876+0000","2017-09-21T17:09:09.042+0000","2016-02-07T12:40:22.288+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Ibema",NA,NA,NA,NA,3,"Catanduvas",NA,NA,NA,NA,"BRA:MBM:MBM:0000053422",NA,NA,"Pinales",640,NA,NA,NA,NA,"Museu Botânico Municipal de Curitiba, MBM",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","ab5c0b99-5af3-4958-b03c-0b7e85481cc1","Hatschbach, G","39867",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","MBM - Herbário do Museu Botânico Municipal",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,1977,2017-11-13
"374",NA,NA,"Paraná","Catanduvas",NA,"PRESERVED_SPECIMEN",NA,"424107","Pinopsida",194,"Ibema, Paraná, Catanduvas, Brazil, SOUTH_AMERICA",NA,NA,"SOUTH_AMERICA",23657,"Brazil",15,NA,"d415c253-4d61-4459-9d25-4015b9084fb0",NA,"1977-01-01T00:00:00.000+0000",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1977-03-29T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1097118647","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/vh/specimen.php?irn=402570",NA,"G. G. Hatschbach","153f63f1-337f-412a-9326-88f1e1000ff1",NA,NA,NA,"NY",NA,NA,NA,"BR",1097118647,"Plantae",6,"en","2015-11-17T15:27:33.319+0000","2017-02-16T17:59:40.004+0000","2015-11-17T15:27:33.348+0000",-25.2071601071174,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","Ibema",NA,NA,-53.1575648310368,NA,3,NA,NA,NA,"ICBN",NA,"153f63f1-337f-412a-9326-88f1e1000ff1",NA,NA,"Pinales",640,NA,NA,NA,NA,NA,NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","US","ae447c50-b8a8-11d8-92a4-b8a03c50a862","G. G. Hatschbach","39867",NA,NA,NA,"The New York Botanical Garden",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,NA,NA,NA,1977,2017-11-13
"375",NA,NA,"Minas Gerais",NA,NA,"PRESERVED_SPECIMEN",NA,"14808","Pinopsida",194,"Minas Gerais, Brazil, SOUTH_AMERICA","CESJ",NA,"SOUTH_AMERICA",NA,"Brazil",73,NA,"330d773a-abe3-4234-b423-129dc4d00963","CESJ - Herbário Leopoldo Krieger",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1977-05-20T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1077260364","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRA:UFJF:CESJ:0000014808",NA,NA,NA,"Universidade Federal de Juiz de Fora (UFJF)",NA,NA,NA,"BR",1077260364,"Plantae",6,"pt","2017-11-03T17:44:31.144+0000","2017-09-21T17:30:54.084+0000","2017-07-01T13:34:59.579+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,NA,5,"Entre Rios de Minas",NA,NA,NA,NA,"BRA:UFJF:CESJ:0000014808","Pinheiro masculino, com estróbilos novos. N.V: Pinho do Paraná.",NA,"Pinales",640,NA,NA,NA,NA,"Universidade Federal de Juiz de Fora (UFJF)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","303e2432-448c-41ec-be2b-020a25c7adc4","L. Krieger","CESJ14808",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","CESJ - Herbário Leopoldo Krieger",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,1977,2017-11-13
"376",NA,NA,"Kyoto Prefecture","Kyoto-shi",NA,"PRESERVED_SPECIMEN",NA,"OSA25175","Pinopsida",194,"Kyoto Prefecture, Kyoto-shi, Japan","C",NA,NA,NA,"Japan",4,NA,"86986958-f762-11e1-a439-00145eb45e9a",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1977-05-25T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Japan","295106552","Araucaria","Araucaria",2684910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OSA",NA,NA,NA,"JP",295106552,"Plantae",6,NA,"2014-07-15T17:50:15.581+0000","2017-02-16T17:59:40.964+0000","2014-05-29T10:56:51.994+0000",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"Pinales",640,NA,NA,NA,NA,NA,NA,"Tracheophyta",7707728,NA,NA,"DIGIR","JP","4fd82480-ea1c-11da-8db4-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,"Araucaria brasiliana A. Rich.",NA,NA,"Araucaria angustifolia",2684940,"brasiliana",NA,NA,2684958,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,2017-11-13
"377",NA,NA,"São Paulo",NA,NA,"PRESERVED_SPECIMEN",NA,"ESA000077","Pinopsida",194,"São Paulo, Brazil","ESA",NA,NA,NA,"Brazil",36,NA,"cbf8c968-37d6-45be-bf5c-e22914a384dc","ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz",NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1977-05-25T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1135828744","Araucaria","Araucaria",2684910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA000077",NA,NA,NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ",NA,NA,NA,"BR",1135828744,"Plantae",6,"pt","2017-11-06T16:37:31.565+0000","2017-02-16T17:59:39.863+0000","2015-09-10T13:42:12.785+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,NA,5,"São José do Rio Pardo",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA000077",NA,NA,"Pinales",640,NA,NA,NA,NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","a88bec5c-1cbf-47a2-8c3e-6081804d80a5","Dias, S.F.","7174",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,1977,2017-11-13
"378",NA,NA,"Paraná",NA,NA,"PRESERVED_SPECIMEN",NA,"53423","Pinopsida",194,"Estrela, Paraná, Brazil, SOUTH_AMERICA","MBM",NA,"SOUTH_AMERICA",NA,"Brazil",69,NA,"3b8e9d83-b2d4-4a97-973c-31d98b67b1e9","MBM - Herbário do Museu Botânico Municipal",NA,5,NA,NA,NA,NA,NA,0,0,NA,NA,"1977-05-05T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1095418006","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach, G","BRA:MBM:MBM:0000053423",NA,NA,NA,"MBM",NA,NA,NA,"BR",1095418006,"Plantae",6,"pt","2017-11-06T18:26:01.882+0000","2017-09-21T17:09:09.041+0000","2016-02-07T12:40:22.274+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Estrela",NA,NA,NA,NA,5,"Cerro Azul",NA,NA,NA,NA,"BRA:MBM:MBM:0000053423",NA,NA,"Pinales",640,NA,NA,NA,NA,"Museu Botânico Municipal de Curitiba, MBM",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","ab5c0b99-5af3-4958-b03c-0b7e85481cc1","Hatschbach, G","39908",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","MBM - Herbário do Museu Botânico Municipal",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,1977,2017-11-13
"379",NA,NA,"Santa Catarina",NA,"With mature Araucaria angustifolia trees (to 40 m).","PRESERVED_SPECIMEN","Araucaria angustifolia (Bertol.) Kuntze(ALTA-VP 74703)","74703","Pinopsida",194,"Sao Lourenco do Oeste, Santa Catarina, Brazil, SOUTH_AMERICA","ALTA-VP","urn:lsid:biocol.org:col:35062","SOUTH_AMERICA",7750,"Brazil",77,NA,"2429287b-ef65-4cfd-afcc-11cc3ba95cca","University of Alberta Vascular Plant Herbarium (ALTA-VP)",NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1977-09-07T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","883383582","Araucaria","Araucaria",2684910,"WGS84","McDougall, Seamus","2015-02-03",NA,"Two roads lead south out of São Lourenço do Oeste. Coordinates are between and equidistant to the points on them that are 11 km south of the city. Assumed 1 km distance precision and added extent of the town.","Google Earth",NA,"open; meadow","Plantae | Gymnosperms | Pinales | Araucariaceae | Araucaria Juss.","South America | Brazil | Sul | Santa Catarina",NA,NA,NA,NA,"urn:catalog:ALTA-VP:74703",1,NA,NA,"University of Alberta Museums",NA,NA,NA,"BR",883383582,"Plantae",6,"en","2017-11-11T02:42:30.535+0000","2017-11-11T02:43:17.457+0000","2017-11-11T02:42:30.621+0000",-26.4284,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","Sao Lourenco do Oeste","Google Earth",NA,-52.7951,"2017-11-07T00:07:34.000+0000",9,NA,NA,NA,"ICBN",NA,"urn:catalog:ALTA-VP:74703",NA,NA,"Pinales",640,NA,NA,NA,NA,NA,"Araucaria Juss.","Tracheophyta",7707728,"dried and pressed","Araucaria brasiliana A. Rich","DWC_ARCHIVE","CA","03cb9700-6cee-11d8-922d-b8a03c50a862","Horton, Diana G. | Vitt, Dale H. | Frahm, J. P.","11785","http://vascularplant.museums.ualberta.ca/details_record.aspx?key=64657",NA,NA,"University of Alberta Museums",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"PhysicalObject",NA,NA,"870 m","1977-09-07","20 km east of Campo Ere and 11 km south on road from S. Lourenco do Oeste. In open fields.",NA,NA,NA,1977,2017-11-13
"380",NA,NA,"Santa Catarina",NA,NA,"PRESERVED_SPECIMEN",NA,"61428","Pinopsida",194,"Otacílio Costa, Santa Catarina, Brazil, SOUTH_AMERICA","MBM",NA,"SOUTH_AMERICA",NA,"Brazil",69,NA,"3b8e9d83-b2d4-4a97-973c-31d98b67b1e9","MBM - Herbário do Museu Botânico Municipal",NA,21,NA,NA,NA,NA,NA,0,0,NA,NA,"1977-11-21T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1095424410","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach, G","BRA:MBM:MBM:0000061428",NA,NA,NA,"MBM",NA,NA,NA,"BR",1095424410,"Plantae",6,"pt","2017-11-06T18:26:03.472+0000","2017-09-21T17:09:14.037+0000","2016-02-07T12:40:24.672+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Otacílio Costa",NA,NA,NA,NA,11,"Lages",NA,NA,NA,NA,"BRA:MBM:MBM:0000061428",NA,NA,"Pinales",640,NA,NA,NA,NA,"Museu Botânico Municipal de Curitiba, MBM",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","ab5c0b99-5af3-4958-b03c-0b7e85481cc1","Landrum, LR","2655",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","MBM - Herbário do Museu Botânico Municipal",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,1977,2017-11-13
"381",NA,NA,"Rio Grande do Sul",NA,NA,"PRESERVED_SPECIMEN",NA,"3466","Pinopsida",194,"Parque Farroupilha, Rio Grande do Sul, Brazil","HAS",NA,NA,NA,"Brazil",75,NA,"c525b217-2f59-4b71-a173-68d13da5e8a7","HAS - Herbário Alarich Rudolf Holger Schultz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1976-01-01T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1077428423","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aguiar, L. & Soares, Z.","BRA:MCN/FZBRS:HAS:0000003466",NA,NA,NA,"Museu de Ciências Naturais - Fundação Zoobotânica do Rio Grande do Sul (MCN-FZBRS)",NA,NA,NA,"BR",1077428423,"Plantae",6,"pt","2017-10-30T14:26:49.950+0000","2017-09-30T15:26:40.709+0000","2017-09-30T15:26:39.019+0000",-30.034991,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Parque Farroupilha",NA,NA,-51.214437,NA,1,"Porto Alegre",NA,NA,NA,NA,"BRA:MCN/FZBRS:HAS:0000003466","pinheiro-brasileiro",NA,"Pinales",640,NA,NA,NA,NA,"Museu de Ciências Naturais - Fundação Zoobotânica do Rio Grande do Sul (MCN-FZBRS)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","f9357933-83d3-4548-803c-4cae52ebff40","Aguiar, L.; Soares, Z.","s.n.",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","HAS - Herbário Alarich Rudolf Holger Schultz",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,1976,2017-11-13
